title,description
"에이든 이탈리아 중북부 여행지도(2025-2026) (베네치아, 피렌체, 밀라노, 베로나, 친퀘테레, 볼로냐, 피사, 제노아,토리노, 시에나, 아시시)","수만 시간 노력해 지도로 만든 이탈리아 중북부 여행 가이드 총정리여행지도로 유명한 타블라라사의 ‘에이든 여행지도’에서 “이탈리아 중북부 여행지도 2025-2026”를 출시 하였습니다. 이탈리아 북부지역의 도시들을 묶어 지도로 제작하였습니다. 대표적인 큰 도시인 베네치아, 피렌체, 밀라노는 물론이거니와 바다쪽에 친퀘테레, 오페라의 도시 베로나 그리고 피사, 제노아등의 도시를 넣어고 소도시인 시에나와 아시시도 삽입되어 있습니다.첫 번째 장에는 베네치아 A1(사이즈 이후 생략), 피렌체 A2, 밀라노 A2  양면으로 들어가 있고두 번째 장에는  베로나 A2, 친퀘테레 A3, 볼로냐 A3, 제노바 A3, 피사 A3, 토리노 A4, 시에나 A4, 아시시 A4, 일반정보 A4로 양면으로 들어가 있습니다.추가로 맵북과 트래블노트가 제공되는데 맵북은 각각의 도시 지도중 중요한 지역을 크롭하여 지도 책자로 만들어집니다. 트래블노트는 각 지역의 계획을 세울수 있도록 지도와 계획노트를 같이 제공합니다. 에이든 지도는 광고가 전혀 없는 순수 콘텐츠 입니다. 여행과 역사에 중점을 맞춘 지도인 만큼 타 지도와의 비교를 불허 합니다."
김사원세끼의 노포 투어 (거국적으로 제안하는 대한민국 맛집 리스트),"읽다 보면 어느새 가보고 싶은 세끼 먹는 김사원, 김사원세끼의 노포 투어!구독자 수 287만 명 유튜브 피식대학이 패러디하고, 〈나 혼자 산다〉 박나래가 밥 먹을 때마다 보는 바로 그 채널, 42만 명이 구독하는 유튜브 김사원세끼! 드디어 그의 맛집 투어를 책으로 만나본다. 대한민국 구석구석을 찾아다니며 엄선한 맛집 115여 곳을 담았다. 유튜브에 소개하지 않은 김사원세끼의 단골 식당과 지하철 노선도 노포 지도, 메뉴별 INDEX를 엮어 단 한 권만으로도 즐거운 맛집 여행이 가능하다. 메뉴판에 없는 메뉴, 검색이 되지 않는 식당, 간판이 없는 식당 등 다채롭고 가성비 넘치는 맛집을 충실히 수록했다. 각 식당별로 김사원’S NOTE에는 엣지 있는 멘트가 가득해 읽다 웃다 보면 어느새 노포 투어를 떠나고 싶어진다. 노련한 시선으로 맛집을 찾아내고 아재 개그로 무장하여 센스 있게 써내려간 김사원세끼 특유의 글귀를 만나보자. 실패 없는 맛집 여행, 김사원세끼와 함께라면 가능하다!"
해시태그 아이슬란드 2024 (2024 최신판),"2024년 10년의 세월을 넘어 대대적인 정보 업그레이드2014년에 처음으로 아이슬란드 가이드북을 출간한 이후로 매년 아이슬란드 책을 출간하고 있다. 출간하면서 매년 다른 가이드북보다 더 보강하는 내용에 대해 고민한다. 그래서 2017, 2018, 2019년까지 보강된 디자인과 내용으로 계속 업그레이드가 되어 출간하게 되었다. 하지만 2021년에 책의 모든 내용이 담긴 외장하드가 문제가 생기면서 중단이 되었다. 새로 모든 내용과 사진을 다시 만들어야 한다는 실망감에 2년을 멈추었다. 10주년이 되면서 다시 용기를 내 내용을 추가하고 디자인도 바꾸며 출간할 수 있었다. 아이슬란드 가이드북을 대한민국에서 처음으로 출간한지 10년이 되었고, 그동안 수도 없이 아이슬란드를 들락거렸고 아이슬란드 가이드북은 지속적으로 성장해 너무나도 많은 사랑을 받았다. 물론 아이슬란드에서도 많은 위로와 사랑을 받았다. 그래서 10년차, 아이슬란드 가이드북에서는 많은 수정과 추가적인 내용을 포함했다. 아이슬란드 가이드북은 앞으로도 계속 정보를 추가할 것이다."
샬레트래블북 오스트리아(2025 최신판) (2025 최신판),"샬레트래블앤라이프의 여행 전문가팀이 만든 감성 가이드북 시리즈생생한 최신 정보와 꼭 필요한 여행 TIP이 가득!샬레트래블북 오스트리아 2025 최신판샬레트래블앤라이프의 감성 가이드북이 내놓은 새로운 시리즈 『샬레트래블북 오스트리아』. 클래식, 고성, 요리, 와인, 스파 등 다양한 테마로 오스트리아에서 반드시 경험해 봐야 할 모든 것을 담았다. 빈, 잘츠부르크 같은 대도시 뿐 아니라 그라츠, 린츠, 클라겐푸르트 등 알려지지 않은 소도시 정보까지 추가로 수록, 새로운 지역 정보를 원하는 여행객들의 니즈도 착실히 반영했다. 동유럽의 고풍스러움과 서유럽의 모던함까지 고루 갖춘 오스트리아를 돌아보는 가장 효과적인 방법을 담은 『샬레트래블북 오스트리아』. 감성 사진으로 보는 재미까지 더해 여행 가이드북의 새로운 활용방법을 제시했다."
"에이든 우리나라 서울 여행지도(2025-2026) (수만 시간 노력해 지도의 형태로 만든 서울 여행 가이드북 2025-2026, 개정4판)","여행 베스트셀러 출판사 타블라라사에서는 2024년 ‘에이든 우리나라 서울 여행지도 2025-2026’로 업그레이드 를 출시 하였습니다. 타블라라사에서는 ‘에이든 국내여행 가이드북’을 출간하여 여행분야 연간 베스트셀러로 선정되기도 하였습니다. 여행컨텐츠 그룹인 타블라라사에서는 저자를 섭외하지 않고 모든 컨텐츠와 도서를 직접 제작하고 있어 고퀄리티의 컨텐츠를 지속적으로 유지할 수 있습니다. “에이든 우리나라 서울 여행지도 2025-2026” 는 에이든 여행지도가 지난 수년간 업데이트 하며 제작한 결과물로 지금까지 만들어진 ‘서울’을 여행하기 위한 최고 완성 버전입니다. A1사이즈의 방수종이에 앞면은 ‘서울 주요지역’, 뒷면은 ‘구도심 지역 지도’가 매우 상세히 표시되어 있습니다. 또한 휴대하기 편리하도록 맵북도 포함하고 있으며 ‘서울’ 여행 계획에 도움이 되시라고 ‘서울 트래블노트’도 포함되어 있습니다.아날로그는 진부한 것이고 아날로그는 나쁜것으로 잘못 인식이 되어있는 것 같습니다. 타블라라사 역시 디지털을 지향하고 있지만 현재는 아날로그 방식의 여행정보 제공 방법을 고수하고 있습니다. 왜냐하면 아날로그라고 해서 항상 불편한 것이 아니기 때문입니다. 디지털 기계로 제공하기 어려운 ‘편리함’을 찾아 아날로그가 끝날 그날까지 아날로그 종이로 제공할 것입니다."
무작정 따라하기 홍콩(2024-2025) (침사추이│센트럴│빅토리아 피크│몽콕),"독자의 1초를 아껴주는 책, 무작정 따라하기 시리즈〈무작정 따라하기 여행 시리즈〉는 국내 최초로 여행자의 준비 패턴을 고려해 두 가지 구성으로 만든 가이드북입니다. 절대 놓칠 수 없는 최신 여행 트렌드와 꼭 즐겨야할 테마 여행을 풍성하게 소개하고 있는 ‘테마북’, 고민 없이 떠날 수 있는 다양한 일정별&지역별 코스와 교통 정보, 대표 명소, 실측 지도가 수록되어 있는 ‘가이드북’, 한 권 안에 이 두 가지 구성으로 내용이 분리되어 있어 여행자의 고민과 준비 시간을 과감히 줄여줍니다.‘테마북’은 관광, 음식, 쇼핑, 체험, 근교 여행 등 놓칠 수 없는 여행 테마를 모두 소개해, 나만의 취향별로 골라보는 재미와 새로운 여행을 발견하는 즐거움을 줍니다. 잡지를 보듯 재미있고 다양한 주제의 읽을거리와 시원한 사진 구성은 마치 여행이 시작된 것처럼 설렘을 안겨줍니다. ‘가이드북’은 다양한 일정별ㆍ테마별ㆍ목적별 여행코스를 최다 수록하여 고민할 필요 없이 그대로 따라가면 되도록 구성했습니다. 또한 동선 파악을 한눈에 할 수 있는 실측지도와 상세한 현지 교통 정보가 수록되어 있어 처음 방문하는 해외 여행지에 대한 여행자들의 걱정을 줄여줍니다. 지역별로 나누어 소개하고 있는 명소, 맛집, 쇼핑 숍, 체험 여행지 정보는 독자들로 하여금 효율적인 루트로 여행할 수 있게 도와줍니다.‘테마북’에서 체크한 여행지의 지도 위치와 구체적인 여행 정보를 ‘가이드북’에서도 볼 수 있어서 두 구성을 연동해서 보면 나만의 여행 코스를 새롭게 설계할 수 있습니다. 무작정 따라하기 시리즈’를 선택하면 더 쉽고, 더 가볍고, 더 완벽하게 여행을 즐길 수 있습니다.특히 이번 〈무작정 따라하기 홍콩〉은 홍콩 여행 준비할 때 꼭 필요한 필수 정보만을 쏙쏙 뽑아서 가득 채우고, 무게와 가격은 줄여서 여행자의 비용 부담을 최소화한 콤팩트 버전입니다. 새롭게 떠오르고 있는 핫 플레이스와 홍콩 러버들이 열광하는 히든 플레이스, SNS에 꼭 올려야 할 인생샷 스폿 등 지금 놓쳐서는 안 될 여행 장소를 이 책을 통해 꼭 확인해보세요. 두 가지 구성으로 완벽한 여행이 가능한 무작정 따라하기 시리즈, 여러분들의 여행 든든한 여행 파트너가 되어 드립니다."
에이든 유럽 여행지도(2025-2026) (32개 도시 유럽 미니 지도가 삽입된 유럽 여행 지도 총정리),“에이든 유럽 여행지도 2025-2026”는 ‘유럽’ 지역을 여행하고자 하는 사람에게 동선과 여행정보를 한 눈에 볼 수 있도록 만들어주는 가장 효율적인 여행지도입니다.  기존 관광청에서 만든 무늬만 여행지도가 아닙니다. 자세한 정보도 담고 있어서 여행동선을 짜고 여행을 계획하기에 최적화 되어있습니다. 물론 싸진 않습니다. 그러나 한 장에 모든 정보가 담겨 있어 매우 편리하고 효용성이 월등하게 좋습니다. 그리고 이런 지도는 우리나라에 아니 전 세계에 “에이든 여행지도” 뿐이라고 단언합니다. 여행을 즐겁게 하기 위해서 시간을 절약하고 싶으시다면 이 지도를 꼭 선택해서 행복한 여행계획이 되시길 바랍니다.
리얼 괌(2024~2025) (괌을 가장 멋지게 여행하는 방법),"우리나라에서 가장 가까운 미국 휴양지최신간으로 돌아온 『리얼 괌』이 소개하는 세상에서 가장 멋진 여행에메랄드빛 바다에서 즐기는 해수욕과 느긋한 휴식, 이국적인 풍경을 바라보며 달리는 드라이브 여행, 신나게 파도를 타는 서핑과 바닷속 세계를 탐험하는 스노클링까지. 가장 멋진 휴양지 여행을 꿈꿀 수 있는 괌을 제대로 소개하기 위해 『리얼 괌』이 최신판으로 돌아왔다.  해외여행 분야 최고의 파워블로거인 작가가 괌 구석구석을 취재하며 직접 먹고, 자고, 경험한 곳 중 검증된 곳만을 정리하여 쓴 가이드북인 만큼 이번 개정판에서도 장기간의 현지 취재를 통해 새롭게 떠오른 명소부터 숨은 로컬 스폿까지 꼼꼼하게 구성했다. 휴양 여행인 만큼 책이 짐이 되지 않도록 꼭 필요한 정보만 선별하여 가볍게 정리하는 작업도 게을리 하지 않았다. 여기에 작가가 10여년간 여행사, 리조트 기획실에서 근무했던 경험을 살려 분석한 호텔과 리조트 자료까지 더해 그야말로 완벽한 괌 가이드북으로 거듭났다. 최신 정보로 무장하고 정확하게 정리한 『리얼 괌』과 함께라면 누구나 만족하는 휴양지 여행을 즐길 수 있을 것이다."
치앙마이 홀리데이(2024-2025) (2024~2025 전면 개정판),"치앙마이 여행자들이 가장 많이 선택했던 치앙마이 가이드북 원픽!꾸준히 사랑받고 있는 〈치앙마이 홀리데이〉가 2024~2025 전면 개정판으로 돌아왔다. 사진도 내용도 확 바뀌었다. 보는 재미, 읽는 행복이 더 커졌다. 더 이상 치앙마이를 고유명사로 부르지 마라.『치앙마이 홀리데이』를 읽은 이후에는 치앙마이를 동사로 경험하라. 초록 숲과 유기농 비건 푸드와 느긋한 요가와 질 좋은 커피와 다채로운 플리 마켓들과 작은 책방까지. 두 발과 두 손을 움직여 치앙마이를 몸소 경험할 수 있게 만드는 책! 〈치앙마이 홀리데이〉는 그냥 가이드북이 아니다. 느릿느릿 경쟁하지 않고 더불어 살아가는 삶의 태도를 배우는 치앙마이 여행 교과서다."
"프렌즈 이탈리아(2024~2025) (최고의 이탈리아 여행을 위한 한국인 맞춤형 가이드북, 2024~2025년 개정판)","한 폭의 그림 같은 풍경과수많은 세계문화유산을 간직한 나라, 이탈리아!새로워진 이탈리아를 한 권에 담았다〈프렌즈 이탈리아〉 2024~2025년 최신 개정판 출간!이탈리아 정치·경제·문화의 중심지, 로마유럽의 문화와 지성을 선도하는 피렌체코발트블루 빛 바다가 어우러진 세계 3대 미항(美港), 나폴리세계 패션의 중심지이자 대표적인 공업 도시, 밀라노낭만적 풍광이 가득한 항구 도시, 베네치아다채로운 문화가 공존하는 이탈리아 남단 섬, 시칠리아이탈리아 42개 핵심 도시 총망라!★ 2024~2025년 이탈리아 최신 여행 정보 수록★ 로마·베네치아·밀라노·피렌체 등 이탈리아 42개 도시 완전 정복★ 지중해의 심장, 다채로운 문화가 공존하는 시칠리아 섬 여행 정보 수록★ 이탈리아를 대표하는 건축·미술·음식·와인·카페·쇼핑 완전 정복★ 스마트폰으로 확인하는 알짜배기 여행 팁! QR코드 삽입★ 이탈리아의 문화·예술을 제대로 이해할 수 있는 깊이 있는 설명과 사진★ 직장인·허니무너를 위한 7박 8일, 장기 여행자를 위한 14박 15일 & 55일 등 상세 루트 제안★ 큐레이터 해설이 부럽지 않은 책 속 부록 〈이탈리아 미술관 별책〉 제공"
리얼 후쿠오카(2024~2025) (후쿠오카를 가장 멋지게 여행하는 방법),"후쿠오카 최신 여행 정보를 모두 담은《리얼 후쿠오카》 개정판 출간최신 정보를 가장 정확하게 보여주는 《리얼 후쿠오카》가 2024 개정판으로 돌아왔다. 시시각각 변하는 정보의 홍수 속에서 여행자들에게 꼭 필요한 정보만 담아 한 권의 책으로 만들어 낸 이번 개정판에서는 규슈에서 가장 인기 있는 구로카와 온천, 엔저 현상으로 비행깃값 이상 아낄 수 있는 고급 브랜드 쇼핑, 소고기 부위별로 맛볼 수 있는 야키니쿠 맛집, 후쿠오카에서 꼭 먹어야 할 덮밥 등 지역별, 테마별로 24쪽 분량의 최신 정보를 추가하여 여행 선택지를 넓혀주었다. 또한, 교통편 이용에 어려움을 겪지 않도록 복잡한 버스 정류장 위치를 한눈에 파악할 수 있는 버스 터미널 정보부터 요금 체계, 교통패스까지 꼭 필요한 정보를 교체, 추가하면서 더욱 자세하고 정확한 후쿠오카 가이드북으로 거듭났다.그뿐 아니라 여행 욕구를 자극하는 감성적인 테마 정보 추가도 잊지 않았다. 하카타, 텐진, 야쿠인, 항만 지역 등 후쿠오카 도심은 더 트렌디한 정보로 채우고, 유후인, 벳푸, 구로카와 온천, 모지코, 시모노세키, 고쿠라, 다자이후, 야나가와 등 근교 여행지는 레트로 감성을 살려 구성했다. 가장 힙하고 트렌디한 최신 가이드북 《리얼 후쿠오카》와 함께 여행의 추억을 한 페이지 추가해 보자."
죽기 전에 꼭 가봐야 할 인생 여행지 (킴스트래블 국내 여행 산문집),"이토록 찬란한 순간이라니단연코 죽기 전에 꼭 봐야 하는 순간의 비경여행 작가 킴스트래블이 소개하는 대한민국 인생 여행지그곳의 가장 아름다운 순간을 만나는 특별한 시간언제, 어떤 계절에, 어느 시간대에 그곳을 찾느냐에 따라 온 모습이 바뀌는 여행지가 있다. 여행자들이 모두 돌아간 후 또는 아직 여행자들이 방문하기 전 이른 시간에 자연이 세상 아름다운 모습을 나홀로 뽐내며 한숨 돌리는 시간이다. 인기 여행지일수록 똑같은 풍경만 보며 그곳을 떠나기 십상이지만, 시간이 흐르고 계절이 흐르는 풍경은 여행자들이 미처 놓치는 시간, 계절에 아무도 보지 못한 '비경'을 숨겨 놓는다. 이 책에는 지금껏 많이 알려지지 않았고 본 사람이 별로 없는 국내의 숨은 비경 39곳을 담았다. 인기 여행지이건 잘 알려지지 않은 여행지이건 이번 생에는 꼭 봐야 할 풍경과 순간을 소개했다. 언제, 어느 때에 찾아가야 하는지는 물론, 그곳을 찾아가는 여정, 비경을 목도했을 때의 생각과 소회 등 그곳을 여행하는 동안 보고 듣고 느꼈던 것들을 모두 담았다. 인터넷에 '인기 여행지'를 검색만 해도 유명한 여행지들을 한눈에 볼 수 있는 요즘, 빠르고 가볍게 소비되는 현대 여행의 중심에서 눈으로 보고 즐기는 여행이 아닌, 마음으로 느끼는 특별한 여행을 소개했다. 그날의 온도, 습도, 바람, 공기, 빛, 향기 소리를 느끼며 마음으로 시를 짓는 잊지 못할 인생 여행은 평생의 자양분이 되어줄 것이다."
전국도로지도 (GPS 이용 도로 조사),"자가운전자를 위한『전국도로지도』. 25만분의 1 축소로 전국 도로 및 철도, 관광명소를 자세하게 표기했다. 전국 상세 시가지도를 수록해 길을 찾는데 도움을 준다."
"죽기 전에 가 봐야 할 국내여행 버킷리스트 101 (죽기 전에 가 봐야 할, 최신개정판)","전통 명소부터 요즘 뜨는 핫플까지 전국 최고의 여행지 101곳으로 떠나는 특별한 여행!훌쩍 떠나고 싶은 당일치기 코스부터 열정을 재충전해 줄 1박 2일 주말 코스까지국내 여행지 베스트 101곳을 엄선하여 특별한 휴식과 추억을 담을 수 있도록 안내한다.새로 뜨는 핫플레이스와 최신 정보가 가득!국내여행 분야 베스트셀러로 사랑받아 온 《국내여행 버킷리스트 101》이 최신 정보와 더 알찬 이야기를 담아 최신개정판으로 돌아왔다. 기존에 잘 알려진 명소들은 물론이고, 새로 떠오르는 인기 여행지와 여행 트렌드를 발빠르게 반영하여 명실상부하게 각 지역을 대표하는 여행지들로 재구성하였다. 문득 여행이 고플 때 꼭 필요한 책!무작정 혼자서 훌쩍 떠나고 싶을 때, 가족 또는 친구와 즐거운 추억을 남기고 싶을 때, 흔한 관광 말고 특별한 테마와 스토리가 있는 곳을 찾고 싶을 때, 그런데 어디로 가면 좋을지 막막할 때는 이 책을 펼쳐 보자. 그림처럼 아름다운 자연, 역사적 사건과 인물들의 이야기가 담긴 유적지, 빈티지 감성 충만한 거리, 흥미로운 체험 활동과 신나는 축제, 맛있는 먹거리와 예쁜 카페 등 누구나 자기 취향에 맞는 여행지를 발견할 수 있을 것이다. 이국적인 풍경부터 한국적인 미와 자연을 느낄 수 있는 풍경까지, 한여름 바다 여행부터 한겨울 눈꽃 여행까지, 한적한 숲길 산책부터 시끌벅적한 장터 구경까지 마음껏 골라서 떠나 보자. 여행을 더 깊이 있게 만들어 주는 스토리텔링 여행서!우리나라 사람이라면 사는 동안 절대 놓쳐서는 안 될 여행지 101곳을 모은 이 책은, 각 여행지 속에 담긴 의미와 사연, 전설에 이르기까지 스토리를 담고 있어 여행을 더욱 재미있고 값지게 한다. 육백 년 조선 왕실의 역사를 담은 화려한 궁궐에서부터 평범하기 이를 데 없는 우리 동네 뒷골목까지 방방곡곡 아로새겨진 다채로운 사연을 읽다 보면 어느 곳 하나 무심코 지나칠 수 없다. 또한 예술 작품처럼 아름다운 사진으로 담아 낸 여행지 풍경은 ‘국내에 이렇게 예쁜 곳이 있었나?’ 하는 감탄사가 저절로 나오게 한다. 이처럼 대한민국 구석구석을 재발견하고 여행을 의미 있게 만들어 주는 《국내여행 버킷리스트 101》은 삶의 버킷리스트에 올려도 좋을 책이 될 것이다."
리얼 방콕(2024~2025) (방콕을 가장 멋지게 여행하는 방법),"가장 빠르게, 가장 정확하게, 가장 간결하게군더더기 없이, 핵심만 딱 정리한 방콕 가이드북요즘 방콕이 궁금하다면 후회 없는 선택!매년 정확한 정보로 방콕의 매력을 속속들이 파헤쳐온 《리얼 방콕》이 최신 개정판으로 돌아왔다. 올해도 어김없이 신선한 정보를 추가해 볼륨이 증가했다. 새롭게 떠오른 인생 사진 명당, 현지인의 생활을 엿볼 수 있는 여유로운 뉴페이스 야시장, 한국 방송에 나온 이후 줄 서는 맛집이 되어 버린 음식점, 분위기 좋은 신상 카페, 다시금 문을 연 가성비 좋은 숙소 등 2024년의 따끈따끈한 장소들로 가득 채웠다. 게다가 최근 여행자들이 더더욱 중요하게 생각하는 숙소와 여유로운 시간과 공간에서 맛까지 즐기는 카페 테마까지 추가해 자신의 취향에 맞는 장소들을 딱딱 골라 갈 수 있게 돕는다. 교통이 불편한 근교는 투어를 중심으로 꼼꼼하게 비교 소개해 선택만 하면 끝이다. 그뿐 아니라 현지에서 다닐 때 꼭 알아야 하는 여행 정보를 곳곳에 배치한 것도 《리얼 방콕》만의 장점. 특히, 지속적으로 논란이 불거지는 대마초 대응책, 다양해진 환전 방법과 더욱 편리해진 결제 수단을 한국인 대상으로 이해하기 쉽게 알려줘 오롯이 여행에 집중할 수 있도록 배려했다. 여행자를 위한 핵심 정보만 쏙쏙 뽑아내 일목요연하게 보여주는 《리얼 방콕》과 함께라면 오랜 낭만과 트렌디한 감성이 공존하는 방콕을 제대로 알 수 있다."
팔로우 발리(2024~2025) (최강의 플랜북과 실천 가이드북으로 완벽 분권),"꿈꿔왔던 힐링 여행을 도와줄 든든한 발리 가이드북의 종결판달라진 발리의 최신을 담다가장 생생하게 발리를 즐기는 방법전 세계 여행자의 인생 휴양지로 손꼽히며 사랑을 듬뿍 받는 발리의 가장 정확한 최신 정보만을 담아 《팔로우 발리》를 출간했다. 에메랄드빛 바다에서의 휴식과 서핑, 이색적이면서도 혀가 춤추는 즐거운 식도락, 웰니스의 성지에서 요가와 명상으로 채우는 힐링, 발리만의 유니크한 사원 탐방, 천혜의 경치를 자랑하는 풀빌라에서의 진짜 휴양··· 발리에서 꿈꾸는 모든 여행 버킷 리스트를 공개한다. 발리가 좋아 발리에 거주하며 인도네시아어를 배웠고, 오랫동안 발리 여행 전문가로 활동하고 있는 저자가 그동안 차곡차곡 쌓은 로컬 정보와 요즘 여행자의 마음을 들썩이는 인기 명소 등 발리를 구석구석 취재하며 발견한 알짜배기 여행 정보만을 모아 집대성해 소개한다. 출간 직전까지 발리에서 생활하며 책에 수록한 모든 장소를 제집 드나들 듯 찾아가 확인하고, 현지 인프라를 통해 데이터를 검증했다. 발리 핵심 여행지인 우붓, 스미냑 & 짱구, 꾸따 & 레기안, 울루와뚜 & 짐바란의 관광 정보는 물론이고 저마다 다른 매력의 발리 해변을 다양하게 즐기는 법, 오직 발리에서만 경험할 수 있는 액티비티, 이웃 섬 투어, 개성 있는 맛집 탐방, 인기 나이트라이프와 마사지 스폿까지 알차게 소개해 더할 나위 없이 완벽한 발리를 경험할 수 있도록 안내한다. 피로감이 느껴지지 않는 레이아웃과 아기자기한 감성 디자인, 오랜 여행 노하우와 실력을 겸비한 저자의 취재력, 두 권으로 분권되어 가벼운 책, 위치 정보를 표기한 종이 지도와 스마트한 구글맵 연동 지도 QR까지, 독자들의 편의를 최우선으로 고려하여 성심성의껏 만든 팔로우 시리즈는 가장 충실한 여행의 길라잡이가 될 것이다."
리얼 파리(2024~2025) (파리를 가장 멋지게 여행하는 방법),"클래식과 자유로움이 함께 흐르는 도시누구나 한번은 꿈꾸는 파리를 가장 멋지게 여행하는 방법유럽 여행하면 누구나 한번은 가고 싶어 하는 도시, 파리를 빼놓을 수 없다. 고풍스러운 건축물, 책에서만 보던 거장들의 작품들, 눈과 입이 모두 즐거운 음식들, 아기자기하고 달콤한 디저트, 명품으로 불리는 헤리티지, 파리 감성이 물씬 느껴지는 메이드 인 프랑스 브랜드, 그리고 설명할 수 없는 파리만의 로맨틱한 바이브까지. 누구나 꿈꾸는 도시 파리를 〈리얼 파리〉와 함께 떠나보자. 15년 넘게 유럽의 국가, 도시 여행을 소개해 온 전문 작가가 긴 시간 파리에 머무르면서 현지인과 여행자 사이에서 균형을 잡았다. 파리 여행 전 꼭 알고 가면 좋을 알찬 정보와 〈리얼 파리〉에만 있는 파리 특화 테마를 소개한 다음, 파리를 센강을 기준으로, 좌우로 나누어 소개해 쉽게 지역 개념을 잡도록 도와준다. 여기에 디즈니랜드 파리, 베르사유, 지베르니, 오베르 쉬르 우아즈, 샤르트르 그리고 몽생미셸까지 세련된 분위기만 느끼기 아쉬운 여행자들을 위해 근교 여행 또한 소개한다."
우리들의 발리 여행(2024~2025) (쉽고 새로운 여행의 시작),"최신 정보로 발리 여행 업그레이드!준비는 간단히, 추억은 완벽하게!쉽고 새로운 여행을 제안하는 가이드북 『우리들의 발리 여행』이 업그레이드되어 돌아왔다. 출간 이후 꾸준히 여행 베스트셀러에 오른 것에 힘입어 한 박자 빠른 개정으로 더욱 디테일한 발리를 선보인다. 인도네시아 국영 항공사부터 공정 여행사까지 두루 근무한 저자는 책을 출간하자마자 다시 발리에 머물렀고, 현지의 살아 있는 정보를 공들여 채워 담았다.바뀐 현지 정보만 갈아 끼우는 것이 아니라 새로운 구성과 콘텐츠까지 연구해 만들었다. 발리 섬은 꽤나 크고 매력적인 지역이 많아 여행 계획을 짜기 쉽지 않다. 따라서 앞표지 안쪽에 발리 지도를 한눈에 보이도록 배치해 지역을 빠르게 파악할 수 있게 했다. 초판본보다 30%나 더 늘어난 미식 스폿의 다채로움, 누사페니다와 짐바란처럼 새롭게 추가한 지역들의 흥미로움, 지인에게 여행 코스를 짜주듯 공들인 코스 정보의 유용함은 눈 밝은 독자를 사로잡는다. 많은 정보를 밀도 있게 담았지만 무엇부터 읽어야 할지 복잡하게 느껴지지 않는 것은 분명 보기 편하게 잘 정리한 가이드북의 힘이다."
